"DateTime","Branch","FromBus","ToBus","Flow (MW) (From->To)","Capacity (MW)","DynamicLoss (MW)","FixedLoss (MW)","FromBusPrice ($/MWh)","ToBusPrice ($/MWh)","BranchPrice ($/MWh)","BranchRentals ($)"
"13-FEB-2017 09:30","KIN_T5.T5","128","127",-20.49726,52.20000,0.00618,0.02354,77.83965,77.79119,0.00000,-0.66016
"13-FEB-2017 09:30","KIN_TRK1.1","128","193",9.17039,52.01000,0.02437,0.00000,77.83965,78.34010,0.00000,1.33995
"13-FEB-2017 09:30","KIN_TRK1.2","193","266",6.80000,53.16000,0.02193,0.00000,78.34010,78.49984,0.00000,-0.31757
"13-FEB-2017 09:30","KIN_TRK2.1","128","192",8.68586,61.73000,0.01567,0.00000,77.83965,78.04136,0.00000,0.26466
"13-FEB-2017 09:30","KIN_TRK2.2","192","266",6.23220,61.73000,0.02781,0.00000,78.04136,78.49984,0.00000,0.33704
"13-FEB-2017 09:30","KMI_T1.T1","183","182",-34.00000,2000.00000,0.00000,0.00000,79.20845,79.20845,0.00000,0.00000
"13-FEB-2017 09:30","KMI_TGA1.1","183","250",34.00000,2000.00000,0.00000,0.00000,79.20845,79.20845,0.00000,0.00000
"13-FEB-2017 09:30","KMO_MTM_TGA2.1","189","172",32.74403,93.17000,0.02409,0.00000,78.93708,79.07098,0.00000,1.23989
"13-FEB-2017 09:30","KMO_MTM_TGA2.2","172","251",15.20507,96.00000,0.00667,0.00000,79.07098,79.16705,0.00000,0.46637
"13-FEB-2017 09:30","KMO_MTM_TGA2.3","212","172",-17.51488,63.00000,0.04325,0.00000,79.46334,79.07098,0.00000,1.71781
"13-FEB-2017 09:30","KMO_MTM1.1","189","212",22.98241,63.00000,0.07615,0.00000,78.93708,79.46334,0.00000,3.02158
"13-FEB-2017 09:30","KMO_T1.T1","189","186",7.19188,90.40000,0.00353,0.02470,78.93708,78.97581,0.00000,-0.97535
"13-FEB-2017 09:30","KMO_T2.L2","771","187",0.00000,59.50000,0.00000,0.00000,78.89038,78.89038,0.00000,0.00000
"13-FEB-2017 09:30","KMO_T2.M2","189","187",-41.28492,223.00000,0.01414,0.00000,78.93708,78.89038,0.00000,0.40620
"13-FEB-2017 09:30","KMO_T2.T2","190","187",41.30705,223.00000,0.00843,0.02740,78.64256,78.89038,0.00000,3.70501
"13-FEB-2017 09:30","KMO_T4.L4","772","188",0.00000,57.80000,0.00000,0.00000,78.88760,78.88760,0.00000,0.00000
"13-FEB-2017 09:30","KMO_T4.M4","189","188",-40.99397,216.60000,0.01483,0.00000,78.93708,78.88760,0.00000,0.42873
"13-FEB-2017 09:30","KMO_T4.T4","190","188",41.01711,216.60000,0.00913,0.02800,78.64256,78.88760,0.00000,3.56079
"13-FEB-2017 09:30","KMO_TGA1.1","189","251",22.54659,96.00000,0.02931,0.00000,78.93708,79.16705,0.00000,1.43241
"13-FEB-2017 09:30","KMO_TMI1.1","189","258",-3.23336,63.36000,0.00602,0.00000,78.93708,79.18157,0.00000,-0.63299
